2024-11-17 04:48:12.669 GMT,,,49,,6739758c.31,1,,2024-11-17 04:48:12 GMT,,0,LOG,00000,"starting PostgreSQL 17.1 (Debian 17.1-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,"PostmasterMain, postmaster.c:1080","","postmaster",,0
2024-11-17 04:48:12.883 GMT,,,49,,6739758c.31,2,,2024-11-17 04:48:12 GMT,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,"ListenServerPort, pqcomm.c:657","","postmaster",,0
2024-11-17 04:48:13.335 GMT,,,53,,6739758d.35,1,,2024-11-17 04:48:13 GMT,,0,LOG,00000,"database system was shut down at 2024-11-17 04:47:01 GMT",,,,,,,,"StartupXLOG, xlog.c:5445","","startup",,0
2024-11-17 04:48:13.480 GMT,,,49,,6739758c.31,3,,2024-11-17 04:48:12 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,"process_pm_child_exit, postmaster.c:2483","","postmaster",,0
2024-11-17 04:48:14.837 GMT,"postgres","postgres",59,"[local]",6739758e.3b,1,"idle",2024-11-17 04:48:14 GMT,0/2,0,LOG,00000,"statement: SELECT 1 FROM pg_database WHERE datname = 'users_db' ;",,,,,,,,"exec_simple_query, postgres.c:1075","psql","client backend",,0
2024-11-17 04:48:14.884 GMT,"postgres","postgres",59,"[local]",6739758e.3b,2,"SELECT",2024-11-17 04:48:14 GMT,0/2,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,SELECT 1 FROM pg_database WHERE datname = 'users_db',<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","psql","client backend",,0
2024-11-17 04:48:14.887 GMT,"postgres","postgres",59,"[local]",6739758e.3b,3,"SELECT",2024-11-17 04:48:14 GMT,0/0,0,LOG,00000,"duration: 49.886 ms",,,,,,,,"exec_simple_query, postgres.c:1368","psql","client backend",,0
2024-11-17 04:48:15.539 GMT,"postgres","postgres",61,"[local]",6739758e.3d,1,"idle",2024-11-17 04:48:14 GMT,1/2,0,LOG,00000,"statement: CREATE DATABASE ""users_db"" ;",,,,,,,,"exec_simple_query, postgres.c:1075","psql","client backend",,0
2024-11-17 04:48:38.298 GMT,"postgres","postgres",61,"[local]",6739758e.3d,2,"CREATE DATABASE",2024-11-17 04:48:14 GMT,1/2,739,LOG,00000,"AUDIT: SESSION,1,1,DDL,CREATE DATABASE,,,""CREATE DATABASE """"users_db"""""",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","psql","client backend",,0
2024-11-17 04:48:39.016 GMT,"postgres","postgres",61,"[local]",6739758e.3d,3,"CREATE DATABASE",2024-11-17 04:48:14 GMT,1/0,0,LOG,00000,"duration: 23476.486 ms",,,,,,,,"exec_simple_query, postgres.c:1368","psql","client backend",,0
2024-11-17 04:48:39.027 GMT,,,49,,6739758c.31,4,,2024-11-17 04:48:12 GMT,,0,LOG,00000,"received fast shutdown request",,,,,,,,"process_pm_shutdown_request, postmaster.c:2273","","postmaster",,0
2024-11-17 04:48:39.259 GMT,,,49,,6739758c.31,5,,2024-11-17 04:48:12 GMT,,0,LOG,00000,"aborting any active transactions",,,,,,,,"process_pm_shutdown_request, postmaster.c:2291","","postmaster",,0
2024-11-17 04:48:39.263 GMT,,,49,,6739758c.31,6,,2024-11-17 04:48:12 GMT,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 56) exited with exit code 1",,,,,,,,"LogChildExit, postmaster.c:3076","","postmaster",,0
2024-11-17 04:48:39.263 GMT,,,51,,6739758d.33,1,,2024-11-17 04:48:13 GMT,,0,LOG,00000,"shutting down",,,,,,,,"ShutdownXLOG, xlog.c:6611","","checkpointer",,0
2024-11-17 04:48:39.771 GMT,,,51,,6739758d.33,2,,2024-11-17 04:48:13 GMT,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,"LogCheckpointStart, xlog.c:6661","","checkpointer",,0
2024-11-17 04:49:06.045 GMT,,,51,,6739758d.33,3,,2024-11-17 04:48:13 GMT,,0,LOG,00000,"checkpoint complete: wrote 921 buffers (5.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.358 s, sync=21.770 s, total=26.783 s; sync files=301, longest=0.511 s, average=0.073 s; distance=4238 kB, estimate=4238 kB; lsn=0/19089B8, redo lsn=0/19089B8",,,,,,,,"LogCheckpointEnd, xlog.c:6750","","checkpointer",,0
2024-11-17 04:49:06.293 GMT,,,49,,6739758c.31,7,,2024-11-17 04:48:12 GMT,,0,LOG,00000,"database system is shut down",,,,,,,,"UnlinkLockFiles, miscinit.c:1171","","postmaster",,0
